epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,7785.63,0.73748,0.12271,0.13848,0.40741,1.04725,0.97869,0.96266,0.98244,0.782,0.99138,0.9751,0.98467,0.9789,0.81256,0.14075,0.01181,0.39856,0.98309,0.0004292,0.0004292,0.0004292
121,7854.43,0.72274,0.10934,0.13637,0.40154,1.0442,0.99154,0.97242,0.98446,0.77213,0.99577,0.97657,0.98466,0.97952,0.82699,0.13731,0.01022,0.38144,0.98001,0.000416,0.000416,0.000416
122,7923.65,0.70656,0.11887,0.13974,0.39453,1.01696,0.99077,0.97925,0.98437,0.75849,0.99497,0.9834,0.98454,0.97784,0.89712,0.14052,0.01373,0.39595,1.00026,0.0004028,0.0004028,0.0004028
123,7991.46,0.7205,0.12255,0.14777,0.39865,1.02854,0.98721,0.98755,0.98462,0.76748,0.98721,0.98755,0.98462,0.98015,0.86359,0.13082,0.01498,0.3839,0.99718,0.0003896,0.0003896,0.0003896
124,8059.1,0.72791,0.11941,0.1333,0.39723,1.03376,0.99112,0.9751,0.9842,0.77533,0.99534,0.97925,0.98458,0.97997,0.83649,0.1351,0.01686,0.39155,0.98348,0.0003764,0.0003764,0.0003764
125,8126.12,0.73211,0.12705,0.14928,0.39956,1.04326,0.98326,0.97482,0.98263,0.75992,0.99163,0.98312,0.98428,0.98093,0.90822,0.12724,0.01403,0.39703,0.99855,0.0003632,0.0003632,0.0003632
126,8193.14,0.72371,0.10758,0.15109,0.39236,1.03726,0.98748,0.98214,0.98349,0.77085,0.99166,0.98629,0.98433,0.97947,0.87196,0.12492,0.01337,0.39242,0.98489,0.00035,0.00035,0.00035
127,8260.28,0.72143,0.12877,0.12768,0.39784,1.03919,0.98695,0.9834,0.98961,0.77268,0.99116,0.98755,0.99049,0.98295,0.82886,0.12658,0.01494,0.37552,0.98268,0.0003368,0.0003368,0.0003368
128,8327.18,0.69941,0.11444,0.13859,0.39493,1.03235,0.98749,0.98287,0.9838,0.75752,0.99166,0.98702,0.98441,0.97946,0.87634,0.12835,0.01441,0.38168,0.99994,0.0003236,0.0003236,0.0003236
129,8394.13,0.69262,0.11788,0.12719,0.39722,1.03009,0.97849,0.97925,0.98393,0.77661,0.99578,0.97833,0.98445,0.97938,0.84464,0.13149,0.0111,0.38849,0.98865,0.0003104,0.0003104,0.0003104
130,8460.97,0.67157,0.10617,0.13705,0.37109,1.01318,0.98167,0.97925,0.9841,0.74981,0.99578,0.97808,0.98483,0.98123,0.92056,0.13512,0.01207,0.41437,0.99293,0.0002972,0.0002972,0.0002972
131,8528.37,0.70329,0.1048,0.12761,0.38494,1.02943,0.98613,0.9751,0.98416,0.76675,0.99577,0.97772,0.98475,0.98135,0.86333,0.13124,0.01116,0.3923,0.98677,0.000284,0.000284,0.000284
132,8595.79,0.68968,0.11367,0.14419,0.38198,1.01889,0.9823,0.97925,0.98411,0.7701,0.99123,0.97925,0.98471,0.98121,0.83104,0.12616,0.01358,0.38485,0.97897,0.0002708,0.0002708,0.0002708
133,8662.71,0.69822,0.12171,0.13648,0.39021,1.0273,0.97801,0.9834,0.98419,0.78789,0.98213,0.98755,0.98432,0.98174,0.78316,0.12413,0.01231,0.369,0.96985,0.0002576,0.0002576,0.0002576
134,8729.62,0.68361,0.12429,0.1374,0.38527,1.02059,0.9834,0.98314,0.9838,0.77335,0.98755,0.98729,0.98466,0.9808,0.85854,0.12636,0.01272,0.3897,0.98215,0.0002444,0.0002444,0.0002444
135,8796.75,0.68495,0.10174,0.12973,0.38271,1.01409,0.97912,0.9834,0.98389,0.76972,0.98328,0.98755,0.98458,0.9798,0.84474,0.1243,0.01269,0.38416,0.97456,0.0002312,0.0002312,0.0002312
136,8864.19,0.69043,0.11913,0.14755,0.38474,1.01767,0.98263,0.9834,0.98436,0.77609,0.98683,0.98755,0.98454,0.98083,0.84304,0.12148,0.01266,0.37802,0.98219,0.000218,0.000218,0.000218
137,8931.32,0.67791,0.10059,0.12733,0.38065,1.02377,0.98741,0.97647,0.98475,0.77809,0.99161,0.98054,0.98492,0.98133,0.84253,0.11956,0.01273,0.37684,0.97555,0.0002048,0.0002048,0.0002048
138,8999.98,0.66798,0.09679,0.14042,0.37289,1.02575,0.97859,0.9834,0.98419,0.77092,0.99578,0.97818,0.98483,0.98144,0.84033,0.12153,0.01473,0.38428,0.97554,0.0001916,0.0001916,0.0001916
139,9067.59,0.68017,0.12209,0.15445,0.38098,1.01517,0.98734,0.97069,0.98424,0.77246,0.99578,0.97899,0.98488,0.97933,0.85589,0.12145,0.01495,0.38829,0.97518,0.0001784,0.0001784,0.0001784
140,9135.1,0.66325,0.10628,0.12381,0.36968,1.00891,0.97817,0.97925,0.98394,0.78285,0.99061,0.97925,0.98458,0.9799,0.80852,0.11925,0.01381,0.37486,0.96566,0.0001652,0.0001652,0.0001652
141,9201.97,0.52623,0.06492,0.02422,0.25822,0.92576,0.97921,0.97699,0.9842,0.79051,0.98752,0.98529,0.98462,0.98016,0.79142,0.11986,0.01269,0.36923,0.9671,0.000152,0.000152,0.000152
142,9268.41,0.5337,0.06267,0.01112,0.25987,0.93482,0.97852,0.9751,0.98278,0.77766,0.99163,0.98284,0.98475,0.98126,0.85971,0.12073,0.01279,0.38103,0.97135,0.0001388,0.0001388,0.0001388
143,9334.77,0.51638,0.06163,0.01851,0.25212,0.92245,0.98332,0.97874,0.98394,0.78175,0.99514,0.97925,0.98475,0.98136,0.82764,0.1199,0.01208,0.36992,0.96593,0.0001256,0.0001256,0.0001256
144,9401.27,0.51127,0.06233,0.01761,0.24928,0.93091,0.98333,0.9789,0.98407,0.77957,0.99491,0.97925,0.98458,0.98122,0.83108,0.11863,0.01318,0.37766,0.96926,0.0001124,0.0001124,0.0001124
145,9467.92,0.51798,0.06033,0.01427,0.25401,0.92663,0.98332,0.97838,0.98385,0.78132,0.98749,0.98253,0.98437,0.98099,0.83162,0.11739,0.01249,0.37624,0.9656,9.92e-05,9.92e-05,9.92e-05
146,9534.17,0.51856,0.05769,0.01723,0.24722,0.92701,0.98299,0.9834,0.98376,0.77161,0.98714,0.98755,0.98445,0.97997,0.85236,0.11874,0.01253,0.37647,0.96853,8.6e-05,8.6e-05,8.6e-05
147,9600.76,0.50651,0.05964,0.01718,0.24559,0.93396,0.98302,0.9834,0.98393,0.7776,0.98716,0.98755,0.98445,0.98093,0.8404,0.11846,0.01246,0.37705,0.96739,7.28e-05,7.28e-05,7.28e-05
148,9666.94,0.50937,0.06099,0.01651,0.24361,0.91746,0.98248,0.97925,0.98398,0.78724,0.99072,0.97925,0.98445,0.98094,0.79464,0.11871,0.01269,0.36594,0.9624,5.96e-05,5.96e-05,5.96e-05
149,9733.2,0.50878,0.05901,0.02314,0.24167,0.92574,0.97753,0.9834,0.98402,0.77118,0.99577,0.97734,0.98445,0.98094,0.86618,0.11809,0.01222,0.38215,0.97714,4.64e-05,4.64e-05,4.64e-05
150,9799.59,0.50195,0.05736,0.01533,0.23791,0.92303,0.97601,0.9834,0.98407,0.78301,0.99577,0.97776,0.98445,0.98206,0.81912,0.11737,0.01199,0.37538,0.96688,3.32e-05,3.32e-05,3.32e-05
